t,Icx,Icy,Icz,Bmx,Bmy,Bmz,Bcx,Bcy,Bcz
6.739222,0.126067,0.304059,0.853727,-3.436434,26.620908,8.952945,-3.853716,26.033199,8.634768
6.790369,0.119339,0.298859,0.859128,-3.018538,26.274970,9.169157,-3.368716,25.709199,8.986768
6.821628,0.119339,0.298859,0.859128,-2.917865,26.332739,9.241452,-3.368716,25.709199,8.986768
6.872799,0.112636,0.293358,0.864573,-2.643885,26.087475,9.515095,-2.882716,25.366199,9.343768
6.904057,0.112636,0.293358,0.864573,-2.269231,25.914506,9.702590,-2.882716,25.366199,9.343768
6.955096,0.105960,0.287583,0.870017,-2.211462,25.626337,9.774548,-2.396716,25.004199,9.702768
6.986364,0.105960,0.287583,0.870017,-2.024304,25.583094,9.976233,-2.396716,25.004199,9.702768
7.037905,0.099337,0.281522,0.875431,-1.534113,25.179725,10.135013,-1.912716,24.621199,10.064768
7.069171,0.099337,0.281522,0.875431,-1.375671,25.020945,10.307982,-1.912716,24.621199,10.064768
7.120178,0.092753,0.275173,0.880814,-0.914533,24.847976,10.581624,-1.430716,24.219199,10.426768
7.151447,0.092753,0.275173,0.880814,-1.058448,24.732776,10.826551,-1.430716,24.219199,10.426768
7.202520,0.086252,0.268537,0.886136,-0.611837,24.343596,11.042762,-0.952716,23.797199,10.786768
7.233776,0.086252,0.268537,0.886136,-0.352383,24.127384,11.287689,-0.952716,23.797199,10.786768
7.284864,0.079818,0.261643,0.891366,-0.064214,23.925700,11.287689,-0.477716,23.355199,11.144768
7.316122,0.079818,0.261643,0.891366,-0.049688,23.853742,11.590385,-0.477716,23.355199,11.144768
7.367316,0.073479,0.254447,0.896507,0.310439,23.565573,11.705923,-0.008716,22.893199,11.498768
7.398578,0.073479,0.254447,0.896507,0.584420,23.334835,11.922134,-0.008716,22.893199,11.498768
7.449864,0.067237,0.247008,0.901511,0.699620,22.960181,12.080577,0.455284,22.413199,11.846768
7.481116,0.067237,0.247008,0.901511,0.887115,22.758497,12.195777,0.455284,22.413199,11.846768
7.532331,0.061104,0.239296,0.906364,1.204000,22.484517,12.440703,0.912284,21.912199,12.188768
7.563591,0.061104,0.239296,0.906364,1.549938,22.383505,12.642726,0.912284,21.912199,12.188768
7.614985,0.055081,0.231340,0.911066,1.679665,21.821694,12.945084,1.362284,21.394199,12.521768
7.646258,0.055081,0.231340,0.911066,1.751623,21.720683,12.959610,1.362284,21.394199,12.521768
7.708846,0.049181,0.223141,0.915572,2.299583,21.259545,13.060622,1.804284,20.857199,12.844768
7.740112,0.049181,0.223141,0.915572,2.313772,21.201776,13.449802,1.804284,20.857199,12.844768
7.791841,0.043420,0.214713,0.919867,2.587752,20.639626,13.449802,2.238284,20.303199,13.157768
7.823106,0.043420,0.214713,0.919867,2.789437,20.610911,13.593718,2.238284,20.303199,13.157768
7.874387,0.037782,0.206070,0.923952,3.034363,20.236257,13.853171,2.663284,19.732199,13.457768
7.905658,0.037782,0.206070,0.923952,3.106659,19.976804,14.011613,2.663284,19.732199,13.457768
7.945428,0.032297,0.197213,0.927796,3.366113,19.630866,13.997425,3.078284,19.145199,13.743768
7.976699,0.032297,0.197213,0.927796,3.553270,19.429181,14.098098,3.078284,19.145199,13.743768
8.026779,0.026963,0.188185,0.931384,3.927924,18.996759,14.271067,3.484284,18.543199,14.015768
8.058037,0.026963,0.188185,0.931384,3.985693,18.766359,14.386605,3.484284,18.543199,14.015768
8.109316,0.021781,0.178971,0.934686,4.273862,18.550147,14.588289,3.879284,17.926199,14.271768
8.140582,0.021781,0.178971,0.934686,4.331631,18.261640,14.602478,3.879284,17.926199,14.271768
8.191827,0.016752,0.169586,0.937718,4.576558,17.916040,14.833216,4.263284,17.297199,14.510768
8.223097,0.016752,0.169586,0.937718,4.965738,17.425849,14.861932,4.263284,17.297199,14.510768
8.274235,0.011889,0.160074,0.940465,4.980265,17.065722,15.107196,4.636284,16.655199,14.730768
8.305501,0.011889,0.160074,0.940465,5.152896,16.834984,15.164627,4.636284,16.655199,14.730768
8.356811,0.007178,0.150434,0.942881,5.354918,16.460330,15.366650,4.998284,16.001199,14.932768
8.388083,0.007178,0.150434,0.942881,5.657614,16.229592,15.265639,4.998284,16.001199,14.932768
8.439063,0.002647,0.140681,0.944996,5.657614,15.681970,15.539281,5.348284,15.338199,15.115768
8.470321,0.002647,0.140681,0.944996,5.817077,15.393801,15.568334,5.348284,15.338199,15.115768
8.521527,0.001718,0.130830,0.946767,5.976539,15.047863,15.625766,5.687284,14.666199,15.276768
8.552797,0.001718,0.130830,0.946767,6.136002,14.846178,15.698061,5.687284,14.666199,15.276768
8.603890,0.005916,0.120923,0.948207,6.295465,14.399229,15.841977,6.013284,13.986199,15.417768
8.635155,0.005916,0.120923,0.948207,6.454928,14.183018,15.798735,6.013284,13.986199,15.417768
8.686368,0.009933,0.110947,0.949317,6.773854,13.563437,16.000757,6.327284,13.299199,15.535768
8.717621,0.009933,0.110947,0.949317,6.860338,13.202972,16.014946,6.327284,13.299199,15.535768
8.768932,0.013785,0.100930,0.950068,7.133981,12.972572,16.014946,6.629284,12.608199,15.631768
8.800200,0.013785,0.100930,0.950068,7.249519,12.583392,16.101430,6.629284,12.608199,15.631768
8.851339,0.017455,0.090916,0.950458,7.321477,12.295223,16.144673,6.918284,11.912199,15.705768
8.882601,0.017455,0.090916,0.950458,7.609646,11.978001,16.058188,6.918284,11.912199,15.705768
8.933661,0.020959,0.080890,0.950503,7.854572,11.661116,16.130484,7.195284,11.213199,15.755768
8.964917,0.020959,0.080890,0.950503,7.883626,11.271936,16.130484,7.195284,11.213199,15.755768
9.016069,0.024283,0.070881,0.950173,8.013353,10.738502,16.115957,7.459284,10.514199,15.781768
9.047323,0.024283,0.070881,0.950173,8.258279,10.608775,16.245684,7.459284,10.514199,15.781768
9.098418,0.027440,0.060903,0.949497,8.200510,10.133448,16.202442,7.711284,9.814199,15.784768
9.129668,0.027440,0.060903,0.949497,8.359291,9.917237,16.288926,7.711284,9.814199,15.784768
9.181075,0.030416,0.051000,0.948462,8.373480,9.441572,16.216968,7.950284,9.115199,15.762768
9.212331,0.030416,0.051000,0.948462,8.503206,9.052392,16.259873,7.950284,9.115199,15.762768
9.263443,0.033225,0.041157,0.947052,8.733944,8.807465,16.159199,8.177284,8.418199,15.717768
9.294713,0.033225,0.041157,0.947052,8.791375,8.303085,15.928461,8.177284,8.418199,15.717768
9.346311,0.035854,0.031403,0.945296,8.906913,7.885189,16.029473,8.391284,7.726199,15.648768
9.377579,0.035854,0.031403,0.945296,9.079882,7.697693,15.827788,8.391284,7.726199,15.648768
9.428482,0.038316,0.021780,0.943181,9.065356,7.366282,15.698061,8.593284,7.038199,15.554768
9.459753,0.038316,0.021780,0.943181,9.295756,6.948386,15.784546,8.593284,7.038199,15.554768
